step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
476,PAYMENT,1313.84,C1371482499,687.0,0.0,M677096722,0.0,0.0,0,0
95,PAYMENT,70.43,C661691277,179729.21,179658.77,M1056990134,0.0,0.0,0,0
329,CASH_IN,96828.25,C304716041,2425106.79,2521935.04,C640592977,2960585.67,2863757.41,0,0
203,CASH_IN,258101.8,C1139500340,6571376.26,6829478.07,C1961646906,273732.35,15630.55,0,0
40,CASH_IN,114661.67,C566195854,74943.0,189604.67,C1436705538,132289.56,17627.89,0,0
588,PAYMENT,11375.07,C894234207,27674.97,16299.89,M2014963892,0.0,0.0,0,0
354,PAYMENT,15561.04,C671179936,0.0,0.0,M1341078498,0.0,0.0,0,0
132,CASH_OUT,88397.93,C1492200662,0.0,0.0,C976164557,124016.55,212414.48,0,0
9,CASH_IN,203214.08,C750708306,40718.0,243932.08,C1450150251,66322.0,0.0,0,0
255,PAYMENT,869.3,C1896972824,50636.0,49766.7,M142342905,0.0,0.0,0,0
398,CASH_OUT,74943.7,C613045705,19310.0,0.0,C267932530,550236.9,625180.6,0,0
205,TRANSFER,483817.09,C523286269,0.0,0.0,C2009082452,3613174.34,4096991.43,0,0
397,CASH_OUT,321880.19,C675329792,136454.0,0.0,C238668530,666891.78,988771.97,0,0
16,PAYMENT,16087.23,C1160035148,0.0,0.0,M341944859,0.0,0.0,0,0
567,CASH_OUT,377484.0,C418934561,44917.0,0.0,C836249110,183517.82,561001.82,0,0
129,PAYMENT,1850.67,C534811552,21308.0,19457.33,M1542222765,0.0,0.0,0,0
182,CASH_OUT,336369.59,C1118045065,16600.0,0.0,C1540321401,212669.0,549038.59,0,0
276,PAYMENT,6055.38,C270984175,169580.0,163524.62,M1348089788,0.0,0.0,0,0
202,CASH_OUT,321702.28,C1439410529,312460.0,0.0,C1657041838,1543152.49,1864854.77,0,0
299,CASH_IN,221.76,C1967837001,6379501.84,6379723.6,C1956457360,20261.47,20039.71,0,0
179,TRANSFER,425051.28,C350778798,9674.0,0.0,C315161875,594186.02,1019237.31,0,0
16,PAYMENT,27683.67,C1062669905,0.0,0.0,M601174739,0.0,0.0,0,0
333,CASH_OUT,104435.29,C1821052251,0.0,0.0,C2041008409,636129.4,740564.68,0,0
141,PAYMENT,13095.09,C1937977255,21452.0,8356.91,M1016860656,0.0,0.0,0,0
493,PAYMENT,35855.04,C184978226,198804.0,162948.96,M1901773897,0.0,0.0,0,0
205,CASH_IN,236545.11,C2104577065,10997.0,247542.11,C1814743278,248009.03,11463.93,0,0
549,CASH_IN,149526.85,C867225445,212774.0,362300.85,C276147479,0.0,0.0,0,0
403,CASH_IN,65376.66,C1817594771,6289531.18,6354907.84,C1239031261,1753805.13,1688428.47,0,0
325,PAYMENT,23661.48,C1268926862,0.0,0.0,M1726028995,0.0,0.0,0,0
355,CASH_OUT,137825.36,C934980411,0.0,0.0,C1878593739,1309962.96,1447788.32,0,0
322,TRANSFER,440777.12,C1642074775,69844.0,0.0,C1200754697,330515.95,771293.08,0,0
451,CASH_IN,246608.79,C1697846408,24186.0,270794.79,C1143329943,2313124.83,2066516.03,0,0
259,CASH_IN,264161.19,C994905923,1594523.95,1858685.14,C952595667,1400027.86,1135866.67,0,0
402,CASH_OUT,160459.73,C480642841,0.0,0.0,C1520594719,3666604.84,3827064.56,0,0
377,CASH_OUT,71022.97,C1213288489,10646.0,0.0,C1797919997,84887.49,155910.46,0,0
13,PAYMENT,8342.03,C1445108729,305000.28,296658.26,M304191532,0.0,0.0,0,0
299,PAYMENT,36155.19,C1292696100,0.0,0.0,M1512096412,0.0,0.0,0,0
19,PAYMENT,7473.63,C1625306007,0.0,0.0,M1853307520,0.0,0.0,0,0
95,CASH_OUT,32196.59,C1799388629,0.0,0.0,C988705496,5199861.08,5015322.9,0,0
212,CASH_IN,273748.47,C2003401620,5763638.14,6037386.61,C1714938931,296143.76,22395.28,0,0
297,CASH_OUT,131718.61,C616396980,10891.0,0.0,C1795131625,151744.09,283462.7,0,0
395,CASH_OUT,55698.81,C1198033300,100462.0,44763.19,C1959559159,0.0,55698.81,0,0
134,CASH_OUT,348275.35,C1522624119,0.0,0.0,C74288440,2854643.75,3202919.1,0,0
156,PAYMENT,12355.58,C1674220591,0.0,0.0,M2032504797,0.0,0.0,0,0
287,PAYMENT,14868.76,C1805204516,0.0,0.0,M1449288962,0.0,0.0,0,0
7,PAYMENT,7456.1,C1901405112,21686.0,14229.9,M1327733366,0.0,0.0,0,0
253,TRANSFER,1592411.94,C1932307302,35584.0,0.0,C946186798,1992294.28,3584706.22,0,0
322,CASH_IN,92790.34,C1000534589,8207078.58,8299868.92,C912976721,6777942.83,6685152.49,0,0
324,PAYMENT,1873.41,C1124340886,788346.41,786473.0,M195635213,0.0,0.0,0,0
241,CASH_OUT,204681.48,C1269549720,26633.36,0.0,C184254704,358483.37,563164.84,0,0
644,CASH_OUT,73107.62,C1489619205,32353.0,0.0,C1366589403,0.0,73107.62,0,0
262,PAYMENT,2612.71,C395334853,52527.0,49914.29,M847653440,0.0,0.0,0,0
134,PAYMENT,4786.4,C1871486543,0.0,0.0,M76826899,0.0,0.0,0,0
372,PAYMENT,7033.48,C511079042,1633.0,0.0,M33416945,0.0,0.0,0,0
303,CASH_IN,312727.19,C1591734462,28736.0,341463.19,C838948978,410671.95,97944.76,0,0
39,CASH_OUT,25301.16,C655259291,0.0,0.0,C1688594310,299211.97,324513.13,0,0
303,PAYMENT,2880.96,C492145062,76961.3,74080.34,M1974943259,0.0,0.0,0,0
371,TRANSFER,772296.58,C1641518900,0.0,0.0,C620902860,2077733.67,2850030.25,0,0
43,CASH_IN,43550.17,C1648985450,120179.93,163730.1,C296562338,1629001.26,1663080.13,0,0
300,PAYMENT,27302.87,C1448383087,0.0,0.0,M1468475221,0.0,0.0,0,0
239,PAYMENT,4850.59,C401849338,225172.0,220321.41,M1552518432,0.0,0.0,0,0
309,PAYMENT,19240.1,C1752155530,0.0,0.0,M260804472,0.0,0.0,0,0
684,PAYMENT,5183.37,C1652492723,15603.39,10420.02,M2110507332,0.0,0.0,0,0
400,CASH_IN,195574.71,C108625566,1428442.88,1624017.59,C1701136497,617963.28,422388.57,0,0
95,CASH_OUT,176174.67,C165448240,0.0,0.0,C1607721978,214052.89,390227.55,0,0
397,PAYMENT,9574.23,C812087967,729389.0,719814.77,M1525865742,0.0,0.0,0,0
36,TRANSFER,323378.71,C1453638924,0.0,0.0,C541258645,501739.31,825118.03,0,0
207,CASH_IN,65349.58,C1030982332,2829751.75,2895101.34,C1370209618,916464.42,851114.84,0,0
327,CASH_IN,323763.01,C628907717,5074775.67,5398538.68,C2055980315,490373.45,166610.44,0,0
236,CASH_OUT,139768.71,C192549839,0.0,0.0,C762759570,11556823.97,11696592.67,0,0
180,PAYMENT,6817.78,C788384452,47190.0,40372.22,M1794508515,0.0,0.0,0,0
252,CASH_OUT,33831.81,C1118649506,0.0,0.0,C1722883468,4354624.04,4420184.03,0,0
133,PAYMENT,3905.28,C313716075,68678.0,64772.72,M284183932,0.0,0.0,0,0
299,CASH_OUT,126133.65,C1142119330,34279.0,0.0,C730350455,38334.23,164467.89,0,0
209,CASH_OUT,29712.05,C1820261015,0.0,0.0,C1752591265,1742301.82,1772013.86,0,0
96,PAYMENT,19.39,C145038503,15848.0,15828.61,M436090088,0.0,0.0,0,0
41,CASH_OUT,343027.45,C1024543717,0.0,0.0,C1169315321,353515.3,696542.75,0,0
474,PAYMENT,11300.35,C511771034,74593.0,63292.65,M309983713,0.0,0.0,0,0
399,PAYMENT,4007.87,C1300892613,0.0,0.0,M513329048,0.0,0.0,0,0
164,CASH_IN,91410.95,C1596282278,1105.0,92515.95,C2128645176,144414.28,53003.33,0,0
308,PAYMENT,38293.5,C1269632250,0.0,0.0,M55629029,0.0,0.0,0,0
239,PAYMENT,18857.05,C1251364898,41038.93,22181.88,M506254328,0.0,0.0,0,0
141,TRANSFER,748775.62,C121817565,0.0,0.0,C1126814500,1179856.92,1928632.54,0,0
95,PAYMENT,6202.7,C196248895,0.0,0.0,M980968102,0.0,0.0,0,0
134,PAYMENT,62387.08,C1020073805,175800.08,113413.0,M1697723026,0.0,0.0,0,0
403,CASH_IN,217348.48,C1062230392,28717.0,246065.48,C2120042081,0.0,0.0,0,0
404,CASH_OUT,107072.12,C442037163,10822.0,0.0,C599174068,0.0,107072.12,0,0
144,PAYMENT,706.61,C515240582,743.0,36.39,M1840316250,0.0,0.0,0,0
251,CASH_IN,63720.36,C945692515,16976961.59,17040681.95,C1886795573,1190761.82,1127041.46,0,0
204,PAYMENT,18482.64,C1788614688,31031.45,12548.81,M1919208957,0.0,0.0,0,0
284,CASH_OUT,41392.47,C1840732362,63872.0,22479.53,C1132494342,0.0,62003.5,0,0
404,CASH_OUT,110556.68,C227116382,0.0,0.0,C1196905443,3832698.18,3943254.86,0,0
237,PAYMENT,3101.25,C1834494460,30174.0,27072.75,M341475077,0.0,0.0,0,0
138,CASH_OUT,209835.61,C199980701,0.0,0.0,C38045322,1939860.71,2149696.32,0,0
323,PAYMENT,37228.77,C445652269,0.0,0.0,M921297051,0.0,0.0,0,0
352,PAYMENT,8717.41,C903082377,0.0,0.0,M197479812,0.0,0.0,0,0
402,CASH_OUT,82639.37,C1840226881,0.0,0.0,C1524242530,237343.49,319982.86,0,0
353,PAYMENT,2629.58,C1294900585,284256.96,281627.39,M302528498,0.0,0.0,0,0
382,PAYMENT,10968.61,C167833503,305647.0,294678.39,M1629240136,0.0,0.0,0,0
132,CASH_OUT,143777.84,C1717728486,0.0,0.0,C180037483,222937.44,366715.28,0,0
138,PAYMENT,21527.33,C59366354,263309.0,241781.67,M1254241532,0.0,0.0,0,0
394,CASH_OUT,279516.39,C1200962164,0.0,0.0,C431416986,638282.76,917799.16,0,0
397,PAYMENT,661.74,C1087394387,0.0,0.0,M614412510,0.0,0.0,0,0
46,PAYMENT,3393.98,C200496008,600120.0,596726.02,M582886129,0.0,0.0,0,0
328,CASH_IN,102320.01,C1281462640,4059676.01,4161996.02,C795840871,450378.36,348058.35,0,0
395,CASH_IN,144550.02,C473249,1105765.2,1250315.22,C252721565,1723682.99,1579132.98,0,0
230,CASH_IN,168916.53,C1045725830,854635.08,1023551.61,C895280782,749623.22,580706.69,0,0
204,CASH_OUT,174808.46,C896462880,0.0,0.0,C919306039,2134636.91,2309445.37,0,0
38,CASH_OUT,63023.8,C1675116464,0.0,0.0,C536178983,1114234.79,1177258.59,0,0
301,TRANSFER,491753.69,C50169804,0.0,0.0,C387620559,741949.97,1233703.66,0,0
254,PAYMENT,8519.1,C688981659,208.43,0.0,M1251497592,0.0,0.0,0,0
20,CASH_IN,99010.37,C1319985290,12519.0,111529.37,C537985281,1241899.24,1142888.87,0,0
160,CASH_IN,112854.22,C1851313644,13311.0,126165.22,C1917025677,4586841.68,4473987.46,0,0
235,TRANSFER,1133029.24,C665779203,281.0,0.0,C1142488685,308085.64,1441114.88,0,0
302,PAYMENT,20498.36,C1191553018,138553.0,118054.64,M358490766,0.0,0.0,0,0
307,PAYMENT,55134.86,C41511043,0.0,0.0,M120528091,0.0,0.0,0,0
404,PAYMENT,10476.43,C19697526,62955.0,52478.57,M1875174082,0.0,0.0,0,0
276,PAYMENT,18530.85,C67394878,29882.0,11351.15,M1947352977,0.0,0.0,0,0
346,PAYMENT,23469.11,C668120831,70111.0,46641.89,M1586976811,0.0,0.0,0,0
260,CASH_OUT,133374.65,C1758604709,0.0,0.0,C1323211235,687791.5,821166.15,0,0
442,CASH_OUT,124198.82,C1640757397,19840.0,0.0,C1099787699,0.0,124198.82,0,0
157,CASH_IN,266394.71,C1004323901,49939.0,316333.71,C1327330940,217176.38,0.0,0,0
377,CASH_OUT,10546.87,C802308514,0.0,0.0,C364393564,703641.89,714188.76,0,0
48,CASH_OUT,315814.26,C94717409,0.0,0.0,C2104507826,3018974.89,3334789.15,0,0
398,CASH_OUT,88992.45,C1379962851,0.0,0.0,C1921034805,317530.22,406522.67,0,0
238,CASH_IN,87259.83,C36869063,29683.0,116942.83,C97725839,153334.34,66074.51,0,0
21,PAYMENT,20216.67,C985998797,50996.0,30779.33,M1720731478,0.0,0.0,0,0
10,PAYMENT,1525.11,C307914892,0.0,0.0,M1583480606,0.0,0.0,0,0
380,PAYMENT,5816.3,C380101107,5278.0,0.0,M989897532,0.0,0.0,0,0
8,TRANSFER,1373723.96,C168299926,0.0,0.0,C1554565380,4691193.74,6064917.71,0,0
300,PAYMENT,32690.06,C1092982137,415.0,0.0,M1937389829,0.0,0.0,0,0
226,PAYMENT,15855.27,C883754077,26974.0,11118.73,M753756804,0.0,0.0,0,0
321,PAYMENT,52284.56,C1669206046,0.0,0.0,M532832544,0.0,0.0,0,0
251,CASH_OUT,398168.43,C1432708869,220359.72,0.0,C1981355984,1148376.46,1546544.89,0,0
394,CASH_OUT,201447.81,C1370706962,28465.0,0.0,C2097436909,0.0,201447.81,0,0
140,PAYMENT,7920.52,C773890759,43558.0,35637.48,M2011283784,0.0,0.0,0,0
10,PAYMENT,78.23,C1142296372,276323.66,276245.44,M817298798,0.0,0.0,0,0
8,CASH_OUT,274863.07,C810795179,0.0,0.0,C1424731356,1129180.14,0.0,0,0
34,PAYMENT,27389.93,C457666452,38640.37,11250.44,M242468230,0.0,0.0,0,0
203,CASH_IN,191664.23,C285171535,19138.0,210802.23,C1063606307,0.0,0.0,0,0
203,PAYMENT,5138.4,C83729894,0.0,0.0,M534433075,0.0,0.0,0,0
332,DEBIT,3372.12,C1870328268,29620.0,26247.88,C276022566,45711.76,49083.88,0,0
178,PAYMENT,4572.73,C957819774,0.0,0.0,M1720336056,0.0,0.0,0,0
135,CASH_OUT,211119.31,C592717547,100537.0,0.0,C934853509,209667.0,420786.31,0,0
371,CASH_IN,46872.27,C627189974,18511.0,65383.27,C120530536,0.0,0.0,0,0
378,PAYMENT,18371.13,C1872437296,18661.79,290.67,M2135168858,0.0,0.0,0,0
349,CASH_OUT,146191.85,C896087078,0.0,0.0,C1552999158,4603673.28,4749865.13,0,0
371,PAYMENT,35007.71,C1539574479,0.0,0.0,M83704613,0.0,0.0,0,0
210,PAYMENT,7887.18,C278763950,70409.0,62521.82,M441200211,0.0,0.0,0,0
13,PAYMENT,8434.58,C642273110,0.0,0.0,M1552301249,0.0,0.0,0,0
250,CASH_IN,406702.02,C2059242821,463314.66,870016.68,C1875583711,3172469.5,2765767.48,0,0
371,CASH_IN,214423.89,C1044355910,10311754.02,10526177.91,C59901056,1476921.44,1262497.55,0,0
351,CASH_IN,86010.85,C879712064,6067280.64,6153291.49,C1546411648,3120836.28,3034825.43,0,0
276,TRANSFER,1302374.57,C60259605,28372.0,0.0,C1629738129,5755.0,1308129.57,0,0
281,PAYMENT,18175.04,C392841400,0.0,0.0,M1791047024,0.0,0.0,0,0
202,CASH_IN,292989.61,C154378100,856538.87,1149528.48,C545990664,296803.26,3813.65,0,0
382,CASH_OUT,5872.88,C784613597,2007.0,0.0,C608175647,304868.14,310741.02,0,0
213,CASH_IN,18886.32,C1658890198,105397.0,124283.32,C1752310930,952030.31,933143.99,0,0
327,PAYMENT,26863.17,C406664920,0.0,0.0,M928785513,0.0,0.0,0,0
185,PAYMENT,16975.92,C959228057,21396.0,4420.08,M1272263978,0.0,0.0,0,0
275,TRANSFER,220035.93,C458075458,1909.0,0.0,C1601457862,0.0,220035.93,0,0
381,PAYMENT,6068.07,C601928063,214982.0,208913.93,M1031351666,0.0,0.0,0,0
237,PAYMENT,7029.05,C108039681,189405.88,182376.83,M1715179818,0.0,0.0,0,0
232,PAYMENT,7614.11,C1910475638,30196.0,22581.89,M1297696354,0.0,0.0,0,0
229,PAYMENT,14023.61,C2060474343,0.0,0.0,M1813357056,0.0,0.0,0,0
177,CASH_IN,18630.46,C1453424266,31326.0,49956.46,C202220325,734381.82,715751.37,0,0
13,CASH_OUT,449943.11,C1147409263,117500.0,0.0,C332975274,833217.58,1283160.69,0,0
157,TRANSFER,9601.33,C854360636,0.0,0.0,C1742020302,2032498.04,2042099.37,0,0
21,PAYMENT,3810.54,C1201871207,17640.0,13829.46,M1155934536,0.0,0.0,0,0
280,CASH_IN,350516.62,C1667997799,4613158.46,4963675.08,C1874170461,800550.37,450033.75,0,0
211,CASH_OUT,192393.7,C2033442741,0.0,0.0,C1554717982,3136180.05,3328573.75,0,0
394,CASH_IN,74261.85,C202123995,42199.0,116460.85,C1408403777,898663.86,824402.01,0,0
46,CASH_OUT,119620.88,C808583035,0.0,0.0,C1578335459,133087.02,252707.9,0,0
159,CASH_OUT,115491.8,C39227554,0.0,0.0,C1266618319,1047908.06,1163399.86,0,0
135,PAYMENT,32371.41,C1882428815,480366.0,447994.59,M1089064134,0.0,0.0,0,0
181,CASH_OUT,197413.25,C1552100559,4683.0,0.0,C1885720523,258705.11,456118.35,0,0
134,CASH_IN,234470.77,C398459762,2942753.67,3177224.44,C958135309,410243.14,175772.37,0,0
231,CASH_IN,53998.77,C1837896609,7213299.26,7267298.03,C1807595570,142342.49,88343.72,0,0
202,PAYMENT,7206.95,C614791379,39382.44,32175.49,M968646830,0.0,0.0,0,0
36,CASH_OUT,228103.8,C1678529366,0.0,0.0,C2087913014,246344.26,474448.06,0,0
686,CASH_IN,51078.13,C558702268,1384509.34,1435587.47,C1837815693,2831963.83,2780885.7,0,0
179,TRANSFER,823679.56,C293743581,7170.0,0.0,C1414238160,0.0,823679.56,0,0
401,PAYMENT,13531.58,C558444055,0.0,0.0,M1084510265,0.0,0.0,0,0
256,CASH_IN,95247.6,C818773827,31063.0,126310.6,C894029815,12813.36,0.0,0,0
204,CASH_OUT,77767.56,C564448794,0.0,0.0,C161452758,268773.16,468402.08,0,0
370,TRANSFER,41311.75,C1926205323,0.0,0.0,C1786726575,2004130.11,2045441.86,0,0
155,PAYMENT,23485.22,C579164608,0.0,0.0,M1009443247,0.0,0.0,0,0
351,CASH_IN,367847.88,C385638241,416500.0,784347.88,C1448209839,268126.5,0.0,0,0
396,CASH_IN,44211.48,C216569101,20983585.31,21027796.79,C1050209890,175568.13,131356.65,0,0
139,CASH_OUT,250014.23,C780009839,0.0,0.0,C1844464656,1843057.7,2093071.93,0,0
563,CASH_IN,206144.99,C1368498109,161568.0,367712.99,C1038794885,14263846.91,14057701.93,0,0
21,CASH_IN,194976.99,C1939616264,652147.11,847124.1,C897561978,220932.15,25955.15,0,0
327,TRANSFER,2127089.79,C2099737035,112114.0,0.0,C1702511699,1492427.89,3619517.68,0,0
471,PAYMENT,32322.51,C964830679,391605.0,359282.49,M1559048810,0.0,0.0,0,0
162,CASH_IN,252618.74,C1109607486,16253.0,268871.74,C486032428,96350.82,0.0,0,0
137,CASH_OUT,26918.68,C458507841,8510.0,0.0,C1745551276,0.0,114275.54,0,0
408,PAYMENT,2352.38,C137019624,31327.0,28974.62,M1009582522,0.0,0.0,0,0
138,CASH_OUT,124483.56,C1034543125,10599.0,0.0,C105191836,0.0,124483.56,0,0
256,DEBIT,221.87,C612203719,84035.98,83814.1,C407027765,44263.88,44485.76,0,0
139,PAYMENT,5577.02,C347409275,69858.0,64280.98,M309846016,0.0,0.0,0,0
405,CASH_OUT,172471.83,C1081093934,0.0,0.0,C1554865197,6717657.67,6890129.5,0,0
370,PAYMENT,6332.04,C1641485734,39974.0,33641.96,M826211005,0.0,0.0,0,0
20,CASH_OUT,7319.06,C349726295,0.0,0.0,C272906785,22845.0,0.0,0,0
1,PAYMENT,4189.31,C978035840,124618.5,120429.2,M666312528,0.0,0.0,0,0
331,CASH_OUT,279815.28,C750884671,32366.0,0.0,C1343600598,0.0,279815.28,0,0
182,CASH_OUT,466565.25,C1877273944,22589.0,0.0,C367480953,0.0,466565.25,0,0
186,CASH_OUT,259697.4,C1509605882,0.0,0.0,C1372792336,1917958.26,2177655.66,0,0
235,CASH_IN,277639.31,C334884897,39843.0,317482.31,C1510815107,0.0,0.0,0,0
310,PAYMENT,24924.34,C1314542502,11214.0,0.0,M826814298,0.0,0.0,0,0
279,CASH_OUT,138894.02,C651246927,0.0,0.0,C60796535,1860567.99,1999462.01,0,0
346,PAYMENT,21251.17,C632994665,68526.87,47275.69,M1757715893,0.0,0.0,0,0
187,PAYMENT,1102.46,C1005296496,82803.0,81700.54,M1399567910,0.0,0.0,0,0
22,PAYMENT,3670.74,C1669216447,10021.0,6350.26,M445415503,0.0,0.0,0,0
301,PAYMENT,12961.03,C1243399317,41960.0,28998.97,M2066285130,0.0,0.0,0,0
203,CASH_OUT,173938.77,C1514303658,0.0,0.0,C1715795933,777930.77,951869.55,0,0
381,PAYMENT,11620.72,C264003898,0.0,0.0,M675935392,0.0,0.0,0,0
255,PAYMENT,43.1,C523646934,9906.0,9862.9,M1132129821,0.0,0.0,0,0
8,CASH_OUT,341554.31,C1887192166,0.0,0.0,C1163480574,1511509.09,1798734.57,0,0
178,CASH_OUT,150257.98,C588416504,11770.0,0.0,C251198050,132578.08,282836.06,0,0
158,CASH_OUT,120848.77,C1562067855,20332.0,0.0,C700110554,1482311.78,1603160.55,0,0
345,TRANSFER,394498.32,C1903548887,177977.99,0.0,C328285138,1700675.18,2095173.5,0,0
44,CASH_IN,54193.48,C732831913,6561809.29,6616002.76,C955495895,89648.94,35455.46,0,0
301,CASH_IN,278105.46,C1288615779,20995.0,299100.46,C1636966593,0.0,0.0,0,0
299,CASH_OUT,14962.89,C1821992014,258844.99,243882.1,C243962745,4615463.04,4630425.93,0,0
360,PAYMENT,2868.57,C1095343535,6153.0,3284.43,M2145627891,0.0,0.0,0,0
9,CASH_OUT,92267.15,C2057364305,461372.91,369105.76,C1263845074,2651831.45,4563081.41,0,0
376,CASH_OUT,46890.69,C1709803141,12000.0,0.0,C490502479,978610.03,1025500.71,0,0
203,CASH_OUT,417994.09,C507775792,0.0,0.0,C1092216719,1758340.44,2176334.53,0,0
276,CASH_OUT,203887.86,C395469963,0.0,0.0,C888149804,2808296.58,3012184.44,0,0
656,PAYMENT,4823.38,C535214432,1198.0,0.0,M482191659,0.0,0.0,0,0
353,PAYMENT,7306.39,C1324311499,0.0,0.0,M2109208464,0.0,0.0,0,0
328,PAYMENT,17786.61,C1765893501,166332.0,148545.39,M1264123258,0.0,0.0,0,0
371,CASH_OUT,80843.66,C2086757543,0.0,0.0,C2051838713,267469.58,348313.23,0,0
42,CASH_OUT,324611.82,C2090666983,0.0,0.0,C960042363,1885200.79,2209812.62,0,0
131,CASH_IN,140740.33,C1245038685,71633.0,212373.33,C2036145847,246411.54,40265.37,0,0
302,CASH_IN,68296.54,C840431745,15352.26,83648.79,C1318760879,508274.76,439978.23,0,0
228,PAYMENT,11624.01,C1320862972,132.34,0.0,M602768530,0.0,0.0,0,0
21,CASH_IN,195968.8,C1970568724,2935857.78,3131826.58,C317930384,1005114.58,809145.78,0,0
139,CASH_OUT,74573.02,C140592559,0.0,0.0,C1200294148,4258929.62,4333502.64,0,0
155,CASH_OUT,287937.57,C18084530,0.0,0.0,C962675437,666751.32,954688.88,0,0
187,CASH_OUT,74084.09,C1292484867,119549.21,45465.12,C409003233,1551841.21,1625925.29,0,0
38,CASH_IN,196631.72,C858916941,13520814.4,13717446.12,C236686256,778305.29,581673.57,0,0
395,CASH_OUT,183131.11,C1314893321,0.0,0.0,C638759306,1177442.19,1360573.3,0,0
346,PAYMENT,17371.16,C199462152,0.0,0.0,M413616641,0.0,0.0,0,0
404,CASH_OUT,86070.22,C1913454732,31235.0,0.0,C447333524,0.0,86070.22,0,0
186,CASH_IN,185129.27,C1444068801,8253258.93,8438388.19,C1828852445,408387.98,223258.71,0,0
119,TRANSFER,293578.28,C1488806132,4383.0,0.0,C1724402684,3559466.13,3853044.41,0,0
120,TRANSFER,789313.44,C452428210,11431.0,0.0,C801207885,0.0,789313.44,0,0
684,CASH_OUT,132193.08,C1407544116,107599.0,0.0,C87134580,4342606.31,4474799.39,0,0
274,CASH_IN,253888.16,C1461269339,4566727.08,4820615.24,C2145418274,388122.45,134234.29,0,0
377,CASH_IN,70339.71,C1074120451,2679.0,73018.71,C1461690304,170598.3,100258.6,0,0
684,PAYMENT,31868.62,C2019263230,391727.21,359858.6,M1939409738,0.0,0.0,0,0
94,CASH_OUT,119998.32,C378976406,0.0,0.0,C1178234851,455392.29,575390.6,0,0
206,CASH_IN,42608.74,C1956541823,4623713.77,4666322.51,C1721459506,4710598.98,4667990.24,0,0
397,CASH_OUT,367155.76,C388357689,0.0,0.0,C591155970,635851.21,1003006.97,0,0
305,PAYMENT,6370.89,C1522458302,0.0,0.0,M1851160182,0.0,0.0,0,0
21,TRANSFER,171119.36,C1848731196,562507.0,391387.64,C665603498,92258.82,263378.18,0,0
191,CASH_OUT,10638.45,C984172917,0.0,0.0,C1970969957,227641.58,238280.04,0,0
19,PAYMENT,3048.41,C2059139111,285078.0,282029.59,M1305736553,0.0,0.0,0,0
161,CASH_OUT,134199.38,C217746975,126019.0,0.0,C578219606,491292.01,625491.39,0,0
202,PAYMENT,277.6,C1003211025,31330.0,31052.4,M1741355595,0.0,0.0,0,0
379,PAYMENT,30680.87,C567597183,3625.0,0.0,M187602231,0.0,0.0,0,0
333,CASH_OUT,411455.27,C631013381,0.0,0.0,C2967677,499186.95,910642.22,0,0
306,CASH_IN,216769.86,C1345922936,775749.34,992519.2,C95566755,1224203.58,1007433.72,0,0
132,PAYMENT,38622.17,C1060990518,0.0,0.0,M529201843,0.0,0.0,0,0
45,CASH_OUT,19320.59,C1853271632,0.0,0.0,C1396319605,27747.1,47067.69,0,0
46,PAYMENT,4758.41,C1907642923,61927.0,57168.59,M1259581007,0.0,0.0,0,0
141,PAYMENT,13024.97,C2086059441,0.0,0.0,M2053750368,0.0,0.0,0,0
275,CASH_IN,65751.51,C1839111225,1245494.37,1311245.88,C168537290,5253679.78,5187928.27,0,0
183,CASH_OUT,22206.02,C1038592270,0.0,0.0,C1629720592,372187.5,394393.52,0,0
396,TRANSFER,425235.84,C1045085010,0.0,0.0,C1747916253,1195991.91,1621227.75,0,0
136,CASH_OUT,41800.81,C547409195,0.0,0.0,C948832044,1284223.84,1326024.65,0,0
332,PAYMENT,13755.79,C1639897194,0.0,0.0,M1618793645,0.0,0.0,0,0
401,CASH_OUT,420136.96,C99387395,5529.0,0.0,C2064003803,0.0,420136.96,0,0
380,CASH_OUT,214329.32,C1901455242,107644.0,0.0,C598476384,41062.93,255392.25,0,0
355,PAYMENT,5322.56,C396820290,53772.13,48449.56,M189174727,0.0,0.0,0,0
403,CASH_OUT,43996.02,C560588574,21163.0,0.0,C1456485148,357009.8,401005.82,0,0
231,CASH_IN,82460.42,C1906223365,69369.0,151829.42,C1252648350,0.0,0.0,0,0
398,CASH_OUT,182518.35,C2107765816,59039.0,0.0,C403023318,391821.8,574340.15,0,0
404,TRANSFER,61830.83,C1226115543,9740.94,0.0,C1760886989,4369543.82,4431374.65,0,0
41,PAYMENT,12636.85,C496549093,79446.0,66809.15,M1279448422,0.0,0.0,0,0
134,CASH_OUT,419642.27,C1344330814,6664.0,0.0,C281891530,0.0,726709.18,0,0
230,CASH_OUT,340967.93,C2109630289,0.0,0.0,C2002068763,1307198.44,1648166.38,0,0
186,CASH_OUT,79563.57,C487932671,0.0,0.0,C200227681,125699.94,205263.51,0,0
375,PAYMENT,30229.55,C756624311,557.0,0.0,M958615584,0.0,0.0,0,0
8,CASH_OUT,306576.83,C1119085931,0.0,0.0,C719119378,5262348.91,5568925.74,0,0
236,TRANSFER,629691.55,C1430728693,0.0,0.0,C228825613,2848146.93,3477838.48,0,0
322,PAYMENT,6178.0,C1658184682,55979.0,49801.0,M1523988830,0.0,0.0,0,0
